USER_ID,TREATMENT_GROUP,VERTICAL,ASP_BUCKET,LISTING_TOOL,LISTINGS_CNT,LISTINGS_CONV_7D,LISTINGS_CONV_14D
52320127,TREATMENT,Fashion,1) 0-10,Auto Relist,4,0,0
2833462876,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,5,0,0
1026185145,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,48,0,0
1928064388,TREATMENT,Collectibles,3) 20-50,Auto Relist,14,0,0
1495629150,TREATMENT,Collectibles,1) 0-10,Auto Relist,56,4,4
1030829930,TREATMENT,Media,1) 0-10,Helix,12,6,7
1053365113,TREATMENT,Home & Garden,1) 0-10,Auto Relist,7,0,0
292675875,TREATMENT,Fashion,2) 10-20,Helix,12,3,3
898540288,TREATMENT,Home & Garden,1) 0-10,Auto Relist,28,0,0
1042540572,CONTROL,Collectibles,3) 20-50,Auto Relist,12,0,0
956457596,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,70,7,10
70762316,CONTROL,Collectibles,4) 50-100,Helix,2,0,0
59466545,TREATMENT,Parts & Accessories,1) 0-10,Auto Relist,1,0,0
1566171880,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,10,1,1
2696015994,CONTROL,Home & Garden,4) 50-100,Helix,12,0,0
2413492975,CONTROL,Media,2) 10-20,Shelby/Magi Native,4,1,1
880268350,TREATMENT,Fashion,1) 0-10,Auto Relist,8,0,0
1436301768,CONTROL,Media,3) 20-50,Others,2,1,1
858927424,CONTROL,Media,1) 0-10,Auto Relist,72,2,2
1965834158,TREATMENT,Media,3) 20-50,Auto Relist,2,0,0
1490315798,TREATMENT,Home & Garden,3) 20-50,Helix,1,0,0
127115567,CONTROL,Collectibles,1) 0-10,Auto Relist,23,0,0
1095459849,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,39,2,2
2834911331,CONTROL,Collectibles,4) 50-100,Shelby/Magi Native,4,0,1
118814872,CONTROL,Fashion,5) 100-200,Others,2,0,0
747978196,CONTROL,Collectibles,1) 0-10,Auto Relist,25,1,1
138161355,CONTROL,Fashion,4) 50-100,Auto Relist,1,0,0
1176508509,TREATMENT,Fashion,4) 50-100,Shelby/Magi Native,31,0,0
128299342,TREATMENT,Media,1) 0-10,Shelby/Magi Native,3,0,0
296057343,CONTROL,Fashion,1) 0-10,Auto Relist,531,6,6
262814794,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,1,0,0
2363928478,CONTROL,Collectibles,1) 0-10,Auto Relist,278,0,0
561859146,TREATMENT,Collectibles,1) 0-10,Auto Relist,27,0,0
1192637967,TREATMENT,Collectibles,2) 10-20,Auto Relist,13,0,0
2451812580,TREATMENT,Lifestyle,5) 100-200,Shelby/Magi Native,1,0,0
2824568874,TREATMENT,Collectibles,1) 0-10,Auto Relist,7,0,0
91076162,TREATMENT,Home & Garden,2) 10-20,Auto Relist,14,0,0
2218187366,TREATMENT,Fashion,6) 200-500,Helix,14,0,0
980686961,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,9,4,4
192052896,CONTROL,Fashion,4) 50-100,BLING/Magical Bling,39,0,0
783253920,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,5,1,1
146305804,CONTROL,Media,1) 0-10,Shelby/Magi Native,157,1,2
1049846800,TREATMENT,Collectibles,5) 100-200,Shelby/Magi Native,2,0,0
1631370312,CONTROL,Electronics,3) 20-50,Others,2,2,2
169413877,CONTROL,Parts & Accessories,1) 0-10,Shelby/Magi Native,19,6,6
147904597,CONTROL,Lifestyle,3) 20-50,BLING/Magical Bling,4,0,0
2821179315,CONTROL,Fashion,1) 0-10,Auto Relist,161,1,1
2250510999,CONTROL,Collectibles,1) 0-10,Auto Relist,108,1,1
2815074597,TREATMENT,Collectibles,2) 10-20,Auto Relist,136,4,5
367822750,TREATMENT,Fashion,2) 10-20,Auto Relist,83,0,0
2802833988,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,26,1,1
343079607,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,5,0,0
1916899189,TREATMENT,Fashion,1) 0-10,Auto Relist,104,3,3
228293308,CONTROL,Media,1) 0-10,Shelby/Magi Native,4,1,1
1998207179,TREATMENT,Collectibles,3) 20-50,Shelby/Magi Native,3,0,0
1348518789,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,6,0,0
1748289049,CONTROL,Media,2) 10-20,Auto Relist,32,1,2
455230308,TREATMENT,Home & Garden,2) 10-20,BLING/Magical Bling,3,0,0
2592013434,CONTROL,Parts & Accessories,1) 0-10,BLING/Magical Bling,4,0,0
239986801,CONTROL,Collectibles,1) 0-10,Auto Relist,10,0,0
2238869838,TREATMENT,Media,2) 10-20,Auto Relist,34,0,0
2752066840,CONTROL,Collectibles,5) 100-200,Shelby/Magi Native,1,0,0
1710379915,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,5,0,1
1748289049,CONTROL,Collectibles,1) 0-10,Auto Relist,23,0,0
1655957078,TREATMENT,Media,2) 10-20,Auto Relist,167,3,3
300933247,CONTROL,Media,3) 20-50,BLING/Magical Bling,3,1,1
109818513,TREATMENT,Lifestyle,2) 10-20,Auto Relist,4,0,1
1217924438,TREATMENT,Business & Industrial,2) 10-20,Shelby/Magi Native,4,0,0
1055798453,CONTROL,Fashion,1) 0-10,Helix,20,18,18
95005803,CONTROL,Collectibles,1) 0-10,Auto Relist,6,1,1
2821407076,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,1,1,1
458782413,CONTROL,Collectibles,1) 0-10,Helix,1,0,0
95797436,CONTROL,Collectibles,4) 50-100,Auto Relist,1,0,0
391545158,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,1,1,1
79000165,TREATMENT,Media,1) 0-10,Auto Relist,5,0,0
2513616157,TREATMENT,Fashion,1) 0-10,BLING/Magical Bling,41,0,0
2788550281,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,12,3,3
121442915,CONTROL,Fashion,4) 50-100,BLING/Magical Bling,6,0,1
822910276,TREATMENT,Collectibles,1) 0-10,Auto Relist,26,2,2
95497042,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,8,1,2
64409752,TREATMENT,Collectibles,3) 20-50,Shelby/Magi Native,21,6,7
1024820152,CONTROL,Fashion,1) 0-10,Auto Relist,61,0,0
967126785,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,16,1,1
22282086,CONTROL,Electronics,3) 20-50,Shelby/Magi Native,1,0,0
2812671763,CONTROL,Parts & Accessories,1) 0-10,Helix,2,0,0
2597007568,CONTROL,Electronics,3) 20-50,Shelby/Magi Native,6,6,6
1577916134,CONTROL,Collectibles,2) 10-20,BLING/Magical Bling,5,0,0
2471928127,CONTROL,Fashion,1) 0-10,Auto Relist,126,1,1
1030226663,CONTROL,Collectibles,1) 0-10,Auto Relist,15,0,0
2808673124,CONTROL,Fashion,1) 0-10,Auto Relist,37,0,0
1906006003,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,4,0,0
56992416,CONTROL,Fashion,1) 0-10,Helix,27,0,5
1073213805,TREATMENT,Collectibles,1) 0-10,Helix,26,7,7
1587623753,TREATMENT,Lifestyle,3) 20-50,Shelby/Magi Native,6,0,0
1472839852,TREATMENT,Fashion,1) 0-10,Auto Relist,149,1,1
551642864,CONTROL,Home & Garden,2) 10-20,BLING/Magical Bling,8,1,2
1152000885,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,26,3,3
118135078,CONTROL,Lifestyle,1) 0-10,Helix,36,0,0
643645578,TREATMENT,Electronics,2) 10-20,Helix,15,2,2
2836610449,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,5,5,5
85599615,CONTROL,Media,1) 0-10,Shelby/Magi Native,63,3,5
922395641,CONTROL,Media,1) 0-10,BLING/Magical Bling,47,3,3
999851759,TREATMENT,Media,1) 0-10,Shelby/Magi Native,6,0,0
1902930968,TREATMENT,Media,3) 20-50,Shelby/Magi Native,15,0,0
201675022,CONTROL,Collectibles,2) 10-20,Auto Relist,54,1,1
66513223,CONTROL,Media,1) 0-10,Auto Relist,26,0,0
168782750,CONTROL,Collectibles,3) 20-50,Auto Relist,4,0,0
144664420,TREATMENT,Lifestyle,5) 100-200,Others,1,0,0
1028537274,TREATMENT,Fashion,2) 10-20,Auto Relist,4,0,0
1214054302,CONTROL,Media,3) 20-50,Auto Relist,21,0,0
117132563,TREATMENT,Media,2) 10-20,Shelby/Magi Native,4,0,1
987221524,TREATMENT,Fashion,3) 20-50,Auto Relist,3,0,0
2658040108,CONTROL,Home & Garden,5) 100-200,Helix,11,0,0
82659408,CONTROL,Lifestyle,3) 20-50,Shelby/Magi Native,10,1,1
133325075,CONTROL,Business & Industrial,2) 10-20,Native B2C BOLT,1,0,0
2141794412,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,3,0,0
353251131,CONTROL,Collectibles,1) 0-10,Helix,7,0,1
2790037162,CONTROL,Fashion,1) 0-10,Auto Relist,54,2,2
161826172,TREATMENT,Fashion,3) 20-50,Auto Relist,37,0,0
1924357259,CONTROL,Electronics,4) 50-100,Shelby/Magi Native,4,4,4
1173381348,CONTROL,Collectibles,4) 50-100,Auto Relist,2,1,1
1143096203,CONTROL,Home & Garden,1) 0-10,Auto Relist,1,0,0
2621999700,TREATMENT,Collectibles,5) 100-200,Shelby/Magi Native,25,4,5
185838591,CONTROL,Media,3) 20-50,Auto Relist,1,0,0
1061796928,TREATMENT,Lifestyle,1) 0-10,Auto Relist,1,0,0
228691486,TREATMENT,Media,1) 0-10,Auto Relist,34,0,1
1063597495,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,19,1,1
1519620136,TREATMENT,Collectibles,1) 0-10,BLING/Magical Bling,41,1,2
2615999019,TREATMENT,Fashion,1) 0-10,Auto Relist,11,2,2
1571662486,TREATMENT,Lifestyle,3) 20-50,Auto Relist,12,0,0
48973173,CONTROL,Lifestyle,4) 50-100,Shelby/Magi Native,1,1,1
1139765362,CONTROL,Fashion,1) 0-10,Auto Relist,31,3,3
132968601,TREATMENT,Collectibles,2) 10-20,Helix,29,0,1
133853698,TREATMENT,Media,3) 20-50,Auto Relist,9,0,0
463805076,CONTROL,Fashion,1) 0-10,Auto Relist,73,0,0
886438350,TREATMENT,Collectibles,4) 50-100,Helix,1,0,0
1253776931,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,15,4,7
1064699780,TREATMENT,Media,5) 100-200,Shelby/Magi Native,1,1,1
199985649,TREATMENT,Collectibles,1) 0-10,Auto Relist,4,0,0
1950816869,CONTROL,Fashion,5) 100-200,Shelby/Magi Native,3,1,1
131685052,CONTROL,Media,1) 0-10,Helix,12,0,2
1207244574,TREATMENT,Electronics,2) 10-20,Auto Relist,2,0,0
2062048341,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,5,0,1
1185730330,TREATMENT,Collectibles,1) 0-10,Auto Relist,6,0,0
191161011,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,10,0,0
766903575,TREATMENT,Electronics,1) 0-10,Helix,4,0,0
1158877307,CONTROL,Parts & Accessories,3) 20-50,Helix,15,0,0
87614794,CONTROL,Fashion,3) 20-50,Helix,1,0,0
1010895479,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,1,0,0
692084764,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,13,0,0
2492874925,TREATMENT,Collectibles,3) 20-50,Shelby/Magi Native,1,0,0
2788049609,CONTROL,Electronics,1) 0-10,Shelby/Magi Native,1,0,1
2609804580,CONTROL,Collectibles,1) 0-10,BLING/Magical Bling,18,2,2
1548018585,CONTROL,Media,3) 20-50,Auto Relist,28,4,6
819710111,TREATMENT,Media,2) 10-20,Auto Relist,1,0,0
1666599639,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,18,0,0
2285492028,TREATMENT,Collectibles,1) 0-10,Auto Relist,23,0,2
1091619730,TREATMENT,Collectibles,1) 0-10,Others,3,0,0
2839062805,CONTROL,Home & Garden,2) 10-20,Shelby/Magi Native,10,5,6
2716215419,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,40,1,1
165759241,TREATMENT,Electronics,1) 0-10,Helix,17,5,8
2335271584,CONTROL,Home & Garden,3) 20-50,Others,13,0,0
1916207656,CONTROL,Collectibles,5) 100-200,Shelby/Magi Native,1,1,1
1262167004,CONTROL,Electronics,5) 100-200,Shelby/Magi Native,1,0,0
2779960912,CONTROL,Collectibles,3) 20-50,Others,6,0,0
611406329,TREATMENT,Home & Garden,4) 50-100,BLING/Magical Bling,1,0,0
2007133182,TREATMENT,Business & Industrial,4) 50-100,Native B2C BOLT,1,0,0
1056134809,CONTROL,Fashion,2) 10-20,BLING/Magical Bling,11,0,0
109185579,CONTROL,Lifestyle,3) 20-50,Auto Relist,1,0,0
1061022476,CONTROL,Fashion,2) 10-20,Auto Relist,14,1,1
1314081871,CONTROL,Electronics,1) 0-10,Auto Relist,10,0,0
1069544581,CONTROL,Fashion,2) 10-20,Auto Relist,6,0,0
2624560897,CONTROL,Fashion,2) 10-20,Auto Relist,58,0,0
2494265559,TREATMENT,Collectibles,1) 0-10,Auto Relist,25,3,3
1023389849,TREATMENT,Home & Garden,3) 20-50,Auto Relist,10,0,0
2245494554,CONTROL,Media,3) 20-50,Auto Relist,9,0,0
2816579776,CONTROL,Lifestyle,4) 50-100,Shelby/Magi Native,3,1,1
2663114974,TREATMENT,Collectibles,1) 0-10,Auto Relist,2,0,0
46258922,CONTROL,Fashion,4) 50-100,Auto Relist,15,0,0
223862892,TREATMENT,Collectibles,2) 10-20,Helix,4,0,0
884212366,TREATMENT,Media,2) 10-20,Shelby/Magi Native,2,0,0
1262220359,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,2,1,1
2227137444,CONTROL,Fashion,2) 10-20,Auto Relist,31,0,0
1845430141,CONTROL,Home & Garden,1) 0-10,Auto Relist,1,0,0
1019781392,TREATMENT,Media,1) 0-10,Auto Relist,17,0,0
109445511,TREATMENT,Fashion,2) 10-20,Auto Relist,21,0,0
2016630624,CONTROL,Collectibles,1) 0-10,Auto Relist,10,0,1
2610743869,CONTROL,Fashion,1) 0-10,Helix,15,0,0
2182975141,TREATMENT,Collectibles,1) 0-10,Auto Relist,69,0,0
2813664896,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,4,0,0
436860430,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,15,1,1
110002920,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,6,0,0
1376089805,TREATMENT,Media,2) 10-20,BLING/Magical Bling,60,0,0
1816715787,CONTROL,Fashion,2) 10-20,Helix,9,0,0
886089113,CONTROL,Collectibles,1) 0-10,Auto Relist,6,0,0
2418984963,CONTROL,Collectibles,2) 10-20,Helix,21,11,11
1055207376,CONTROL,Collectibles,3) 20-50,BLING/Magical Bling,4,0,0
2297394681,CONTROL,Media,1) 0-10,Helix,35,2,2
1020885827,TREATMENT,Home & Garden,1) 0-10,Auto Relist,4,0,0
2542432166,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,2,0,0
2767880704,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,2,1,1
2075126736,TREATMENT,Home & Garden,1) 0-10,Shelby/Magi Native,10,0,0
112897326,CONTROL,Collectibles,1) 0-10,Auto Relist,7,1,1
2654210796,CONTROL,Collectibles,2) 10-20,Auto Relist,1,0,0
1667558561,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,1,0,0
1679433149,CONTROL,Fashion,6) 200-500,Shelby/Magi Native,5,1,1
1732253257,CONTROL,Collectibles,4) 50-100,BLING/Magical Bling,1,0,0
41730076,TREATMENT,Home & Garden,2) 10-20,Auto Relist,14,0,0
2249312037,TREATMENT,Media,1) 0-10,Shelby/Magi Native,31,0,0
127980329,TREATMENT,Collectibles,1) 0-10,Auto Relist,37,0,0
1276904897,CONTROL,Fashion,5) 100-200,Helix,5,0,0
2820313254,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,3,0,0
132501428,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,3,0,0
58167195,TREATMENT,Parts & Accessories,2) 10-20,BLING/Magical Bling,21,0,0
2734220205,TREATMENT,Media,2) 10-20,BLING/Magical Bling,10,0,0
1209524829,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,20,1,1
1375019206,TREATMENT,Home & Garden,1) 0-10,Helix,4,1,1
76406723,TREATMENT,Collectibles,3) 20-50,Shelby/Magi Native,7,4,6
2548121221,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,24,2,2
1354378462,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,28,0,0
2309769759,TREATMENT,Electronics,2) 10-20,Helix,2,0,0
1285229858,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,3,1,1
160734384,CONTROL,Fashion,2) 10-20,Helix,31,3,4
2581218405,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,27,1,1
2714209958,TREATMENT,Collectibles,6) 200-500,Auto Relist,2,0,0
14588736,CONTROL,Lifestyle,3) 20-50,Auto Relist,1,0,0
2653968878,CONTROL,Media,1) 0-10,BLING/Magical Bling,4,0,0
218623997,CONTROL,Business & Industrial,1) 0-10,Auto Relist,10,0,0
1101793317,CONTROL,Electronics,3) 20-50,Auto Relist,6,1,1
2531780103,CONTROL,Collectibles,3) 20-50,Helix,1,0,0
1167446927,TREATMENT,Parts & Accessories,6) 200-500,Shelby/Magi Native,2,0,0
970141662,CONTROL,Fashion,3) 20-50,Auto Relist,3,1,1
1148559860,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,11,0,0
115017818,TREATMENT,Fashion,4) 50-100,Auto Relist,2,0,0
1250062655,CONTROL,Collectibles,3) 20-50,Auto Relist,2,0,0
123836345,TREATMENT,Fashion,3) 20-50,Auto Relist,3,0,0
1185908101,CONTROL,Fashion,2) 10-20,Auto Relist,12,0,0
438459775,TREATMENT,Lifestyle,1) 0-10,Auto Relist,1,0,0
867216727,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,5,1,1
2658478468,CONTROL,Media,4) 50-100,Auto Relist,58,0,0
2503777783,TREATMENT,Collectibles,2) 10-20,Auto Relist,3,1,1
789930528,CONTROL,Collectibles,1) 0-10,Helix,3,0,0
1352186919,CONTROL,Collectibles,1) 0-10,Helix,14,0,0
1816287127,TREATMENT,Collectibles,8) >750,Auto Relist,2,0,0
2141093985,TREATMENT,Home & Garden,3) 20-50,BLING/Magical Bling,6,0,0
58603368,CONTROL,Collectibles,4) 50-100,Helix,6,2,3
2769983009,TREATMENT,Collectibles,1) 0-10,Auto Relist,94,11,13
2292202504,TREATMENT,Electronics,5) 100-200,Helix,1,0,0
214947381,CONTROL,Fashion,1) 0-10,Auto Relist,32,2,2
1006699435,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,7,1,1
2038618232,CONTROL,Parts & Accessories,5) 100-200,Shelby/Magi Native,3,0,0
435875152,CONTROL,Fashion,2) 10-20,Native B2C BOLT,7,0,0
1040638841,TREATMENT,Fashion,6) 200-500,Helix,8,1,1
113573358,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,1,0,1
13222491,CONTROL,Home & Garden,2) 10-20,Auto Relist,1,0,0
1149886424,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,1,0,0
1352450921,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,2,0,0
2439445074,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,26,1,1
2692479769,CONTROL,Collectibles,2) 10-20,Auto Relist,19,1,1
2009877170,CONTROL,Collectibles,1) 0-10,Helix,76,0,1
2655664528,TREATMENT,Collectibles,6) 200-500,Shelby/Magi Native,1,0,0
1376670783,TREATMENT,Fashion,1) 0-10,Auto Relist,37,0,1
1067814832,TREATMENT,Collectibles,1) 0-10,Auto Relist,2,0,0
2686434791,TREATMENT,Lifestyle,7) 500-750,Shelby/Magi Native,1,0,0
1200564314,CONTROL,Collectibles,3) 20-50,Auto Relist,12,0,0
1352996183,TREATMENT,Fashion,4) 50-100,Helix,6,2,2
1187215347,CONTROL,Parts & Accessories,3) 20-50,Shelby/Magi Native,4,0,0
1262451589,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,3,0,0
106941566,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,3,2,2
44848566,CONTROL,Fashion,1) 0-10,Auto Relist,36,0,0
1120776464,CONTROL,Electronics,1) 0-10,Auto Relist,6,0,0
109519522,CONTROL,Fashion,1) 0-10,Auto Relist,6,0,0
1700737270,CONTROL,Home & Garden,4) 50-100,Auto Relist,5,0,0
139540913,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,3,1,1
337918436,CONTROL,Fashion,4) 50-100,Native B2C BOLT,1,0,0
1357942228,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,3,2,3
187120703,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,14,1,1
858929796,CONTROL,Fashion,5) 100-200,Shelby/Magi Native,16,0,0
1057357952,CONTROL,Home & Garden,3) 20-50,C2C BOLT,1,0,0
2413586677,CONTROL,Media,2) 10-20,Helix,22,1,1
21925936,CONTROL,Media,2) 10-20,Helix,25,0,0
1115468293,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,6,6,6
1829352003,TREATMENT,Fashion,1) 0-10,Auto Relist,16,0,0
2084388716,TREATMENT,Collectibles,2) 10-20,Auto Relist,9,1,1
2438423568,CONTROL,Home & Garden,2) 10-20,Others,2,1,1
70404787,TREATMENT,Home & Garden,1) 0-10,Helix,1,0,0
2294396429,TREATMENT,Collectibles,1) 0-10,Auto Relist,1,0,0
189247597,TREATMENT,Collectibles,2) 10-20,Helix,28,0,1
1006587904,CONTROL,Fashion,3) 20-50,Auto Relist,4,0,0
2735588596,TREATMENT,Parts & Accessories,3) 20-50,Shelby/Magi Native,19,0,0
998665017,TREATMENT,Fashion,1) 0-10,Auto Relist,61,0,0
290281000,CONTROL,Collectibles,3) 20-50,Helix,12,6,7
63564272,CONTROL,Media,2) 10-20,Helix,23,1,1
1545479740,CONTROL,Collectibles,4) 50-100,Shelby/Magi Native,2,0,0
2271013246,TREATMENT,Fashion,2) 10-20,Auto Relist,14,2,2
1012886841,TREATMENT,Home & Garden,1) 0-10,Shelby/Magi Native,1,0,0
2340433705,CONTROL,Media,4) 50-100,Shelby/Magi Native,2,1,1
1144051934,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,10,2,2
926696893,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,7,3,3
2732212433,CONTROL,Electronics,2) 10-20,Shelby/Magi Native,5,2,2
1165069649,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,5,0,0
80615635,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,10,0,0
94718815,CONTROL,Home & Garden,1) 0-10,Shelby/Magi Native,7,0,0
1092031555,CONTROL,Fashion,4) 50-100,Shelby/Magi Native,1,0,0
2668608424,CONTROL,Electronics,1) 0-10,Auto Relist,1,0,0
2662743596,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,7,0,0
2721025430,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,10,0,0
2686490719,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,9,0,0
13831663,TREATMENT,Home & Garden,3) 20-50,Auto Relist,3,0,0
873574730,CONTROL,Lifestyle,1) 0-10,Auto Relist,2,0,0
1928551876,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,2,1,1
651982459,CONTROL,Business & Industrial,3) 20-50,Shelby/Magi Native,1,0,0
2303202021,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,1,0,0
201898074,CONTROL,Media,1) 0-10,BLING/Magical Bling,3,0,0
2826345224,TREATMENT,Collectibles,4) 50-100,Helix,16,4,5
180465162,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,12,0,0
110609234,TREATMENT,Home & Garden,2) 10-20,Auto Relist,3,0,0
1742635531,CONTROL,Fashion,6) 200-500,Shelby/Magi Native,1,1,1
911412707,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,22,0,0
2834103271,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,1,0,0
1272118866,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,1,0,0
2610554780,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,7,0,0
2273550169,TREATMENT,Media,2) 10-20,Helix,13,4,5
293539266,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,6,0,1
2471698977,CONTROL,Fashion,2) 10-20,Auto Relist,2,1,1
1214597517,TREATMENT,Collectibles,1) 0-10,Auto Relist,21,0,0
1540542975,TREATMENT,Collectibles,5) 100-200,Others,1,1,1
785371055,TREATMENT,Fashion,3) 20-50,Helix,5,0,0
1192342511,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,3,0,0
1413323982,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,19,3,4
1052642276,CONTROL,Fashion,5) 100-200,Auto Relist,4,0,0
2492965650,TREATMENT,Media,2) 10-20,Shelby/Magi Native,16,0,0
99360767,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,3,0,0
