USER_ID,TREATMENT_GROUP,VERTICAL,ASP_BUCKET,LISTING_TOOL,LISTINGS_CNT,LISTINGS_CONV_7D,LISTINGS_CONV_14D
81626506,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,1,0,0
18890237,TREATMENT,Lifestyle,4) 50-100,Auto Relist,1,0,0
1667763025,TREATMENT,Parts & Accessories,4) 50-100,Shelby/Magi Native,9,1,1
2703224201,TREATMENT,Business & Industrial,2) 10-20,Helix,1,0,0
2657597158,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,11,1,1
2833566542,TREATMENT,Fashion,2) 10-20,Others,8,3,3
1544985858,TREATMENT,Fashion,1) 0-10,Others,3,0,0
95431759,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,3,1,1
93846090,TREATMENT,Fashion,2) 10-20,Auto Relist,31,0,0
2588206690,CONTROL,Fashion,3) 20-50,Auto Relist,1,0,0
1858782486,CONTROL,Media,2) 10-20,Shelby/Magi Native,4,1,1
297288339,TREATMENT,Home & Garden,6) 200-500,Auto Relist,1,0,0
1577315585,TREATMENT,Fashion,1) 0-10,Auto Relist,16,0,0
1784714330,CONTROL,Collectibles,1) 0-10,Auto Relist,24,0,0
173989681,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,2,1,1
1100829479,TREATMENT,Media,2) 10-20,Helix,8,0,0
1477822011,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,2,0,0
132317018,TREATMENT,Fashion,1) 0-10,Auto Relist,7,1,1
1624834666,TREATMENT,Electronics,2) 10-20,Auto Relist,9,0,0
322584886,TREATMENT,Media,1) 0-10,Helix,11,6,6
1640983223,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,10,0,1
1921582889,CONTROL,Media,1) 0-10,Shelby/Magi Native,3,0,0
1075586753,CONTROL,Collectibles,4) 50-100,Helix,3,0,0
2062221666,CONTROL,Home & Garden,1) 0-10,Shelby/Magi Native,16,0,0
1015220957,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,3,0,0
98637209,CONTROL,Media,3) 20-50,Shelby/Magi Native,26,0,0
2310684611,TREATMENT,Collectibles,1) 0-10,BLING/Magical Bling,15,1,1
1289440930,CONTROL,Fashion,3) 20-50,Auto Relist,1,0,0
143670426,TREATMENT,Media,1) 0-10,Shelby/Magi Native,37,0,4
131967502,CONTROL,Fashion,3) 20-50,Auto Relist,10,1,2
110448545,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,24,0,0
1899103463,CONTROL,Collectibles,3) 20-50,Helix,1,1,1
40928474,TREATMENT,Electronics,5) 100-200,Helix,1,1,1
2541513275,CONTROL,Lifestyle,4) 50-100,BLING/Magical Bling,2,0,0
2786924875,CONTROL,Collectibles,4) 50-100,Auto Relist,3,0,0
2453706,TREATMENT,Collectibles,3) 20-50,Auto Relist,46,1,3
2486217083,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,3,0,0
2541865642,CONTROL,Lifestyle,2) 10-20,Shelby/Magi Native,2,1,1
87669738,TREATMENT,Fashion,1) 0-10,Auto Relist,6,0,0
1409859993,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,19,3,4
1520420486,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,12,11,11
2329243293,CONTROL,Business & Industrial,1) 0-10,Native B2C BOLT,1,0,0
139128166,TREATMENT,Collectibles,1) 0-10,BLING/Magical Bling,22,0,0
100265079,TREATMENT,Collectibles,2) 10-20,Auto Relist,1,0,0
45911279,TREATMENT,Lifestyle,4) 50-100,Helix,2,1,2
112446809,CONTROL,Business & Industrial,1) 0-10,BLING/Magical Bling,14,0,0
210088878,CONTROL,Collectibles,2) 10-20,C2C BOLT,2,0,1
1107809526,CONTROL,Fashion,3) 20-50,Auto Relist,1,0,0
1373978468,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,2,0,0
1192618094,CONTROL,Media,1) 0-10,Shelby/Magi Native,12,0,0
1528141919,TREATMENT,Electronics,3) 20-50,Shelby/Magi Native,2,1,1
926920020,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,1,1,1
2250644326,TREATMENT,Collectibles,2) 10-20,Helix,14,1,2
2782566416,TREATMENT,Electronics,4) 50-100,Shelby/Magi Native,1,0,0
2564235004,TREATMENT,Electronics,6) 200-500,Shelby/Magi Native,1,1,1
349236641,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,4,0,1
2206589180,CONTROL,Electronics,6) 200-500,Helix,1,1,1
30278167,CONTROL,Fashion,1) 0-10,Auto Relist,17,1,1
984691835,TREATMENT,Electronics,2) 10-20,Shelby/Magi Native,2,0,0
2684708549,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,14,14,14
13693897,TREATMENT,Fashion,4) 50-100,Shelby/Magi Native,1,1,1
75399698,CONTROL,Fashion,3) 20-50,Helix,1,0,0
136891910,TREATMENT,Fashion,3) 20-50,BLING/Magical Bling,2,0,0
2392234095,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,1,0,0
103758792,TREATMENT,Collectibles,2) 10-20,Auto Relist,24,1,1
2158274361,TREATMENT,Collectibles,4) 50-100,Auto Relist,13,0,0
2791842275,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,2,0,0
265914966,CONTROL,Lifestyle,1) 0-10,Shelby/Magi Native,1,1,1
701329908,CONTROL,Parts & Accessories,3) 20-50,Shelby/Magi Native,2,0,0
396313015,CONTROL,Collectibles,1) 0-10,Auto Relist,18,0,0
1084157257,TREATMENT,Fashion,1) 0-10,Auto Relist,2,0,0
903390461,TREATMENT,Fashion,1) 0-10,Auto Relist,1,0,0
120620041,TREATMENT,Media,2) 10-20,Auto Relist,14,1,1
154999472,TREATMENT,Collectibles,3) 20-50,Auto Relist,17,0,0
184411618,TREATMENT,Media,2) 10-20,Auto Relist,9,0,0
145324568,TREATMENT,Collectibles,3) 20-50,Helix,1,0,0
218026160,TREATMENT,Media,4) 50-100,Helix,1,0,0
2528676732,CONTROL,Fashion,4) 50-100,Others,1,1,1
103993763,TREATMENT,Collectibles,2) 10-20,Helix,3,0,0
1190995904,TREATMENT,Home & Garden,2) 10-20,Auto Relist,2,0,0
2707596254,TREATMENT,Media,1) 0-10,Auto Relist,2,0,0
155205845,CONTROL,Collectibles,4) 50-100,Auto Relist,8,0,0
993533419,TREATMENT,Collectibles,2) 10-20,Helix,7,1,2
2623663115,TREATMENT,Parts & Accessories,4) 50-100,Shelby/Magi Native,6,0,0
1151165488,CONTROL,Home & Garden,4) 50-100,Shelby/Magi Native,1,0,0
90079451,CONTROL,Collectibles,1) 0-10,Auto Relist,6,0,0
243260177,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,5,2,2
2483587635,CONTROL,Fashion,4) 50-100,BLING/Magical Bling,4,0,0
2678691256,CONTROL,Home & Garden,1) 0-10,Auto Relist,3,0,0
1139401385,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,4,0,0
1389377927,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,14,1,1
2415196949,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,5,0,0
2642681166,CONTROL,Collectibles,3) 20-50,Auto Relist,3,0,0
1831524596,CONTROL,Fashion,1) 0-10,Auto Relist,5,1,1
1171274607,TREATMENT,Parts & Accessories,7) 500-750,Shelby/Magi Native,2,0,0
1183733855,CONTROL,Collectibles,1) 0-10,Helix,12,0,0
2835463079,CONTROL,Fashion,2) 10-20,3rd party API,2,2,2
182192296,CONTROL,Lifestyle,4) 50-100,Auto Relist,1,0,0
1975539130,CONTROL,Fashion,3) 20-50,Helix,1,1,1
732083341,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,14,0,0
1511337656,CONTROL,Fashion,2) 10-20,Helix,11,0,0
863247488,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,5,0,0
140774057,TREATMENT,Home & Garden,1) 0-10,Auto Relist,1,0,0
1868476824,TREATMENT,Fashion,3) 20-50,Others,1,1,1
2667911982,CONTROL,Parts & Accessories,3) 20-50,Shelby/Magi Native,4,0,0
2476389175,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,2,1,1
2833821783,CONTROL,Fashion,4) 50-100,Shelby/Magi Native,2,0,0
1072337817,CONTROL,Collectibles,2) 10-20,Auto Relist,1,0,0
129406365,CONTROL,Home & Garden,1) 0-10,Auto Relist,44,0,0
82048265,TREATMENT,Collectibles,3) 20-50,Shelby/Magi Native,10,6,6
2153640375,CONTROL,Home & Garden,2) 10-20,Shelby/Magi Native,1,0,0
1475875454,TREATMENT,Media,7) 500-750,Auto Relist,1,0,0
1688109721,CONTROL,Media,1) 0-10,Shelby/Magi Native,22,0,3
2085179594,TREATMENT,Collectibles,2) 10-20,Auto Relist,52,1,1
1617148920,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,7,1,1
96698008,TREATMENT,Fashion,2) 10-20,Helix,3,0,0
2836519819,TREATMENT,Electronics,3) 20-50,Others,1,1,1
1596158896,TREATMENT,Media,3) 20-50,BLING/Magical Bling,1,0,0
2805285826,CONTROL,Media,1) 0-10,Shelby/Magi Native,34,5,8
1658904503,TREATMENT,Fashion,1) 0-10,Auto Relist,6,0,0
214765929,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,2,0,0
1071975404,TREATMENT,Collectibles,1) 0-10,Auto Relist,8,0,0
1149363428,CONTROL,Fashion,3) 20-50,Auto Relist,6,0,0
1002213943,TREATMENT,Fashion,1) 0-10,Auto Relist,22,0,1
1073760936,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,2,0,0
56345772,CONTROL,Collectibles,3) 20-50,Helix,8,0,1
1507372465,TREATMENT,Media,1) 0-10,Auto Relist,1,0,0
170956868,CONTROL,Fashion,4) 50-100,Auto Relist,3,0,0
2807902814,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,3,0,0
1435568804,CONTROL,Media,1) 0-10,Auto Relist,8,0,0
96263298,CONTROL,Parts & Accessories,1) 0-10,Auto Relist,6,0,0
30755622,CONTROL,Collectibles,5) 100-200,Others,1,0,0
2706488612,CONTROL,Fashion,3) 20-50,Auto Relist,11,1,1
2118532053,CONTROL,Collectibles,2) 10-20,BLING/Magical Bling,5,0,0
2837689995,TREATMENT,Home & Garden,3) 20-50,Shelby/Magi Native,4,1,1
169472041,TREATMENT,Media,2) 10-20,Shelby/Magi Native,13,0,0
2740069116,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,7,0,0
1037102730,CONTROL,Collectibles,4) 50-100,Auto Relist,7,0,0
1361527388,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,8,1,1
2455022184,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,4,4,4
2156898936,CONTROL,Parts & Accessories,2) 10-20,Auto Relist,1,0,0
170625248,CONTROL,Collectibles,1) 0-10,Auto Relist,3,0,0
866089461,TREATMENT,Home & Garden,2) 10-20,Auto Relist,2,0,0
649723466,CONTROL,Fashion,2) 10-20,Auto Relist,4,2,2
26683239,CONTROL,Collectibles,1) 0-10,Others,1,0,0
134264020,CONTROL,Parts & Accessories,2) 10-20,BLING/Magical Bling,8,0,0
2241963479,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,29,10,12
80598399,CONTROL,Media,2) 10-20,Helix,2,0,0
1016182430,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,3,0,1
186039955,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,2,0,0
2612150894,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,17,4,5
700678530,CONTROL,Home & Garden,6) 200-500,Shelby/Magi Native,1,1,1
52429568,TREATMENT,Parts & Accessories,1) 0-10,Auto Relist,1,0,0
2192299585,CONTROL,Business & Industrial,1) 0-10,Shelby/Magi Native,5,5,5
129552220,TREATMENT,Collectibles,4) 50-100,Auto Relist,5,0,0
803738676,TREATMENT,Fashion,5) 100-200,Shelby/Magi Native,1,0,0
1514681980,CONTROL,Home & Garden,3) 20-50,Auto Relist,3,0,0
546376400,TREATMENT,Lifestyle,6) 200-500,Shelby/Magi Native,2,0,0
2691103944,CONTROL,Collectibles,4) 50-100,Shelby/Magi Native,8,4,4
1896929812,TREATMENT,Fashion,5) 100-200,Others,1,0,0
1086758848,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,15,0,0
2462372066,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,1,0,0
79293415,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,4,0,0
2479228915,CONTROL,Lifestyle,2) 10-20,Auto Relist,2,0,0
2210592888,CONTROL,Fashion,4) 50-100,Others,1,0,0
995904443,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,1,0,0
1608202079,CONTROL,Fashion,2) 10-20,Shelby/Magi Native,15,0,0
165815120,TREATMENT,Fashion,1) 0-10,Auto Relist,9,0,0
1463717100,TREATMENT,Lifestyle,3) 20-50,Shelby/Magi Native,2,2,2
346591205,TREATMENT,Media,5) 100-200,Helix,1,1,1
70634336,CONTROL,Home & Garden,3) 20-50,Auto Relist,3,0,0
656944841,TREATMENT,Electronics,3) 20-50,Shelby/Magi Native,7,7,7
1873140187,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,4,0,0
922553976,CONTROL,Collectibles,4) 50-100,Shelby/Magi Native,1,0,1
832401606,CONTROL,Fashion,4) 50-100,Shelby/Magi Native,2,0,0
2607491410,TREATMENT,Parts & Accessories,4) 50-100,Shelby/Magi Native,2,0,0
2730846323,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,3,2,2
59201685,TREATMENT,Collectibles,1) 0-10,BLING/Magical Bling,8,0,0
121049431,CONTROL,Collectibles,2) 10-20,Helix,8,1,1
767147777,CONTROL,Collectibles,1) 0-10,Auto Relist,7,1,1
659096792,TREATMENT,Fashion,3) 20-50,BLING/Magical Bling,9,0,0
19588108,TREATMENT,Collectibles,4) 50-100,BLING/Magical Bling,2,0,0
2661553488,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,14,0,0
114163787,TREATMENT,Media,2) 10-20,Shelby/Magi Native,11,6,10
150380593,TREATMENT,Fashion,3) 20-50,Shelby/Magi Native,3,0,0
1417767537,CONTROL,Parts & Accessories,5) 100-200,Auto Relist,1,0,0
395918327,CONTROL,Fashion,5) 100-200,Shelby/Magi Native,3,0,0
2183466536,CONTROL,Electronics,1) 0-10,Others,2,0,1
61262723,CONTROL,Fashion,3) 20-50,Helix,1,1,1
1562817919,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,6,0,0
1131948943,CONTROL,Home & Garden,1) 0-10,Auto Relist,1,0,0
2425211534,TREATMENT,Media,2) 10-20,Auto Relist,2,0,0
124273772,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,2,1,1
621839947,TREATMENT,Fashion,1) 0-10,Shelby/Magi Native,10,1,1
2402149737,CONTROL,Home & Garden,1) 0-10,Shelby/Magi Native,7,1,2
178886463,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,1,0,0
1324850057,TREATMENT,Collectibles,5) 100-200,BLING/Magical Bling,25,0,2
82305702,CONTROL,Home & Garden,2) 10-20,Shelby/Magi Native,2,2,2
69184030,CONTROL,Media,4) 50-100,Helix,1,0,0
2362971286,TREATMENT,Collectibles,6) 200-500,Shelby/Magi Native,5,1,1
1100433918,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,1,0,0
1146763578,TREATMENT,Collectibles,1) 0-10,Auto Relist,2,0,0
882457811,TREATMENT,Collectibles,1) 0-10,Auto Relist,2,0,0
2084217590,CONTROL,Media,3) 20-50,Auto Relist,9,0,0
1105641849,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,1,0,0
2033496933,TREATMENT,Fashion,4) 50-100,Helix,2,1,1
650027153,TREATMENT,Collectibles,2) 10-20,Shelby/Magi Native,1,0,0
792306939,TREATMENT,Media,3) 20-50,BLING/Magical Bling,10,0,0
1096224366,CONTROL,Fashion,1) 0-10,Auto Relist,3,0,0
1815121387,CONTROL,Fashion,4) 50-100,Auto Relist,9,0,0
221849575,TREATMENT,Media,2) 10-20,Auto Relist,1,0,0
974196033,TREATMENT,Parts & Accessories,4) 50-100,Auto Relist,2,0,0
159739719,CONTROL,Fashion,2) 10-20,Auto Relist,3,0,0
897719318,TREATMENT,Fashion,2) 10-20,Auto Relist,4,2,2
1302369993,CONTROL,Collectibles,3) 20-50,Others,2,1,1
1026989613,CONTROL,Collectibles,2) 10-20,Shelby/Magi Native,2,2,2
164062599,CONTROL,Collectibles,2) 10-20,Auto Relist,1,0,0
1833233531,TREATMENT,Collectibles,4) 50-100,Auto Relist,2,0,0
752316549,CONTROL,Home & Garden,1) 0-10,Auto Relist,13,1,1
1033254270,CONTROL,Fashion,2) 10-20,Helix,2,0,0
1148805301,TREATMENT,Fashion,5) 100-200,Shelby/Magi Native,1,0,0
163072069,CONTROL,Collectibles,1) 0-10,BLING/Magical Bling,5,0,0
1076309685,CONTROL,Fashion,2) 10-20,Others,7,1,2
146663497,CONTROL,Electronics,4) 50-100,Others,1,0,1
988038495,TREATMENT,Collectibles,1) 0-10,Auto Relist,1,0,0
1216720901,TREATMENT,Electronics,3) 20-50,Shelby/Magi Native,7,1,1
124980861,TREATMENT,Lifestyle,2) 10-20,Helix,7,0,7
1089688239,TREATMENT,Fashion,5) 100-200,Shelby/Magi Native,1,0,0
2106018347,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,1,1,1
2548440878,CONTROL,Fashion,4) 50-100,Shelby/Magi Native,2,0,0
121321415,CONTROL,Collectibles,1) 0-10,Helix,1,0,0
1150503519,CONTROL,Fashion,1) 0-10,Auto Relist,14,1,1
1005709348,CONTROL,Electronics,5) 100-200,Others,1,0,1
852820318,TREATMENT,Media,4) 50-100,BLING/Magical Bling,1,0,0
2777285627,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,3,0,1
1746442326,TREATMENT,Collectibles,4) 50-100,BLING/Magical Bling,2,0,0
1850345495,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,9,0,1
129134538,CONTROL,Parts & Accessories,5) 100-200,C2C BOLT,1,0,0
1286270429,CONTROL,Home & Garden,3) 20-50,Helix,12,0,1
1813577997,TREATMENT,Home & Garden,3) 20-50,Shelby/Magi Native,1,0,0
2177353333,TREATMENT,Collectibles,5) 100-200,Helix,3,2,3
39291731,TREATMENT,Media,1) 0-10,Auto Relist,3,0,0
2489090244,CONTROL,Collectibles,5) 100-200,Others,3,2,2
2199260513,TREATMENT,Home & Garden,1) 0-10,Shelby/Magi Native,2,0,0
35782952,CONTROL,Collectibles,3) 20-50,Helix,5,0,0
1307093379,CONTROL,Media,1) 0-10,Others,1,1,1
1672982458,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,4,3,3
242047916,TREATMENT,Collectibles,1) 0-10,Auto Relist,3,0,0
2662358065,TREATMENT,Home & Garden,1) 0-10,BLING/Magical Bling,2,0,0
2721008037,CONTROL,Collectibles,4) 50-100,Auto Relist,5,1,1
1036683377,TREATMENT,Collectibles,3) 20-50,BLING/Magical Bling,7,1,1
2748470351,TREATMENT,Electronics,4) 50-100,Helix,5,4,4
1040700455,CONTROL,Collectibles,6) 200-500,Shelby/Magi Native,1,0,0
1083621726,CONTROL,Fashion,1) 0-10,BLING/Magical Bling,6,0,0
1084231296,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,4,3,3
1150435264,TREATMENT,Lifestyle,1) 0-10,BLING/Magical Bling,7,0,0
124642072,CONTROL,Media,2) 10-20,Shelby/Magi Native,1,0,0
2416575101,TREATMENT,Parts & Accessories,5) 100-200,Shelby/Magi Native,4,0,0
294488907,TREATMENT,Fashion,1) 0-10,Auto Relist,6,0,0
257776103,TREATMENT,Fashion,3) 20-50,Auto Relist,1,0,0
2399667182,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,3,0,0
148699014,CONTROL,Media,1) 0-10,Auto Relist,17,0,0
1184590390,TREATMENT,Fashion,4) 50-100,Shelby/Magi Native,2,1,1
297139941,CONTROL,Fashion,1) 0-10,Auto Relist,6,0,0
1818933819,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,2,2,2
83796715,TREATMENT,Electronics,5) 100-200,Shelby/Magi Native,3,3,3
2323891853,CONTROL,Collectibles,5) 100-200,Shelby/Magi Native,1,1,1
2176878105,CONTROL,Collectibles,1) 0-10,Auto Relist,10,1,1
110473429,CONTROL,Collectibles,2) 10-20,Auto Relist,3,0,0
1833285068,TREATMENT,Electronics,2) 10-20,Auto Relist,2,0,0
1715404425,TREATMENT,Lifestyle,2) 10-20,Shelby/Magi Native,1,1,1
1338318800,TREATMENT,Home & Garden,3) 20-50,Shelby/Magi Native,5,0,0
1185745413,CONTROL,Home & Garden,3) 20-50,Auto Relist,1,0,0
2179882400,TREATMENT,Media,4) 50-100,Helix,3,0,0
1846049804,CONTROL,Fashion,1) 0-10,Helix,25,0,0
2709815455,CONTROL,Collectibles,1) 0-10,Helix,23,2,2
302853681,TREATMENT,Home & Garden,2) 10-20,Helix,6,2,3
1077142036,CONTROL,Fashion,2) 10-20,Helix,2,0,0
2583981479,CONTROL,Collectibles,5) 100-200,Others,3,1,1
1099035919,CONTROL,Collectibles,3) 20-50,Shelby/Magi Native,9,2,3
2434635935,TREATMENT,Fashion,4) 50-100,Shelby/Magi Native,3,0,0
2795064298,CONTROL,Electronics,6) 200-500,Auto Relist,5,0,0
1024996203,CONTROL,Collectibles,3) 20-50,Helix,4,3,3
1654390943,CONTROL,Business & Industrial,4) 50-100,Shelby/Magi Native,2,0,0
741317879,CONTROL,Collectibles,2) 10-20,Auto Relist,4,0,0
144856086,TREATMENT,Collectibles,1) 0-10,Helix,6,1,1
27310631,CONTROL,Media,3) 20-50,Helix,9,0,1
2220865329,TREATMENT,Collectibles,2) 10-20,Auto Relist,1,0,0
185913653,CONTROL,Fashion,1) 0-10,Auto Relist,13,0,0
2172400888,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,17,12,16
291038000,CONTROL,Media,3) 20-50,Shelby/Magi Native,4,0,0
64220785,CONTROL,Collectibles,2) 10-20,Helix,10,1,1
2345381197,CONTROL,Lifestyle,1) 0-10,Shelby/Magi Native,1,0,0
933036005,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,2,0,0
2256143240,CONTROL,Collectibles,4) 50-100,Shelby/Magi Native,3,0,0
2625950849,TREATMENT,Fashion,4) 50-100,Helix,3,1,1
2023867272,TREATMENT,Collectibles,1) 0-10,Shelby/Magi Native,1,0,0
1294359582,TREATMENT,Home & Garden,3) 20-50,Auto Relist,1,0,0
2214154965,CONTROL,Collectibles,5) 100-200,Shelby/Magi Native,2,2,2
99772690,CONTROL,Fashion,3) 20-50,Auto Relist,7,0,0
2838491289,CONTROL,Fashion,6) 200-500,Helix,8,1,1
832286188,TREATMENT,Lifestyle,2) 10-20,Shelby/Magi Native,3,2,2
2127953493,TREATMENT,Lifestyle,1) 0-10,Auto Relist,2,0,0
2305181845,CONTROL,Collectibles,8) >750,Shelby/Magi Native,1,0,0
1757680395,CONTROL,Fashion,4) 50-100,Shelby/Magi Native,1,0,0
229680996,TREATMENT,Fashion,1) 0-10,Auto Relist,1,0,0
124373103,TREATMENT,Fashion,4) 50-100,Auto Relist,1,0,0
1073149999,CONTROL,Collectibles,5) 100-200,Shelby/Magi Native,1,1,1
3968110,TREATMENT,Home & Garden,3) 20-50,BLING/Magical Bling,2,0,0
1012339188,TREATMENT,Collectibles,2) 10-20,Auto Relist,1,0,0
2444518407,TREATMENT,Fashion,2) 10-20,Others,1,0,0
2420580936,CONTROL,Fashion,3) 20-50,Shelby/Magi Native,6,1,1
56172629,TREATMENT,Collectibles,2) 10-20,Helix,2,1,2
2314207739,TREATMENT,Fashion,4) 50-100,Shelby/Magi Native,8,3,3
2723307680,TREATMENT,Collectibles,4) 50-100,Shelby/Magi Native,4,2,2
2812048236,CONTROL,Media,1) 0-10,Shelby/Magi Native,18,0,0
1054664978,TREATMENT,Media,1) 0-10,Auto Relist,2,0,0
162812655,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,11,0,4
2751535931,CONTROL,Collectibles,1) 0-10,Shelby/Magi Native,5,3,3
2826152689,TREATMENT,Media,1) 0-10,Auto Relist,15,0,0
844368926,CONTROL,Fashion,2) 10-20,Auto Relist,16,0,0
685282470,TREATMENT,Collectibles,4) 50-100,Helix,4,1,1
1266381129,CONTROL,Home & Garden,1) 0-10,Helix,14,0,1
274118806,TREATMENT,Home & Garden,1) 0-10,Shelby/Magi Native,4,0,0
1890943790,TREATMENT,Lifestyle,2) 10-20,Shelby/Magi Native,2,1,2
1065438437,CONTROL,Fashion,3) 20-50,Auto Relist,4,0,0
1287757204,CONTROL,Parts & Accessories,4) 50-100,Others,1,0,0
1501124324,TREATMENT,Collectibles,2) 10-20,Auto Relist,2,0,0
55701223,TREATMENT,Electronics,3) 20-50,Helix,1,1,1
1753299362,CONTROL,Fashion,1) 0-10,Shelby/Magi Native,2,0,0
69666817,CONTROL,Collectibles,1) 0-10,Helix,6,1,1
1862336586,TREATMENT,Electronics,2) 10-20,Auto Relist,1,0,0
722580493,TREATMENT,Fashion,3) 20-50,Helix,9,0,0
2058906907,TREATMENT,Fashion,2) 10-20,Shelby/Magi Native,2,0,0
